x,f(x),lagrange,spline,err_lagrange,err_spline
0.2568,-3.64271264436115,0.393302451894584,-3.64271792455506,4.03601509625574,5.28019390522161e-06
0.2617,-3.56520952288516,0.452291530172115,-3.56518277659193,4.01750105305727,2.67462932304063e-05
0.2666,-3.49039758438314,0.400833395985801,-3.49036415152208,3.89123098036894,3.34328610613888e-05
0.2715,-3.41813186632977,0.397165395710598,-3.41811180727086,3.81529726204037,2.00590589147787e-05
0.2764,-3.34827769391458,0.205705362651312,-3.34827550176358,3.5539830565659,2.19215099894754e-06
0.2813,-3.28070978378582,0.400877431525628,-3.28070529652858,3.68158721531145,4.48725723867227e-06
0.2862,-3.21531143986239,0.397826898093114,-3.2152742283148,3.6131383379555,3.72115475921753e-05
0.2911,-3.15197383036572,0.393563114149151,-3.15189399048201,3.54553694451487,7.98398837167369e-05
0.296,-3.09059533666016,0.454428246542673,-3.09047998494748,3.54502358320283,0.000115351712679956
0.3009,-3.03108096571635,0.401819574350479,-3.03094761362849,3.43290054006683,0.000133352087863248
0.3058,-2.97334181906162,0.398097417308905,-2.97321227844231,3.37143923637052,0.000129540619307811
0.3107,-2.91729461198139,0.373081248958128,-2.91718938130621,3.29037586093951,0.00010523067517898
0.3156,-2.86286123751055,0.402021382975279,-2.86279432413746,3.26488262048583,6.69133730935023e-05
0.3205,-2.80996837042133,0.397656558111225,-2.80994250885333,3.20762492853256,2.58615680053254e-05
0.3254,-2.75854710699186,0.393917457481673,-2.75854935054319,3.15246456447354,2.24355132960596e-06
0.3303,-2.70853263683989,0.411273382970977,-2.70853914438104,3.11980601981087,6.50754114905894e-06
0.3352,-2.65986394354061,0.402290013983835,-2.65986047599065,3.06215395752445,3.46754996671805e-06
0.3401,-2.61248353112579,0.398399979522217,-2.6124660466775,3.01088351064801,1.74844482918601e-05
0.345,-2.56633717389108,0.435016856604991,-2.56630855774709,3.00135403049608,2.86161439970734e-05
0.3499,-2.52137368722686,0.402222545699071,-2.5213407105049,2.92359623292593,3.29767219593435e-05
0.3548,-2.47754471744011,0.39861398019279,-2.47751520625641,2.8761586976329,2.95111837038675e-05
0.3597,-2.43480454875673,0.394891565543287,-2.43478474630712,2.82969611430002,1.98024496116389e-05
0.3646,-2.39310992588774,0.334791447384461,-2.3931020319625,2.7279013732722,7.89392523214971e-06
